,lectureName,price,lectureLink,thumbnail,level,lecturer,siteIdx,rating,contents,category,subCategory,type,language,totalDuration,numOfLectures
76,Build React Components from Streams with RxJS and Recompose,-1,https://egghead.io/courses/build-react-components-from-streams-with-rxjs-and-recompose,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/159/thumb/EGH_RxJSStreams_1000.png,0.0,John Lindquist,8,4.6,Configure Recompose to Build React Components from RxJS StreamsPass a React Prop to a Stream in RxJSStream a React Component from an Ajax Request with RxJSHandle React Events as Streams with RxJS and RecomposeMerge RxJS Button Event Streams to Build a React Counter ComponentStream Props to React Children with RxJSStream Props to Multiple Children with React's Children.map  and RxJSCreate Stream Behaviors to Push Props in React Components with mapPropsStreamCompose Streams of React Props with Recompose’s compose and RxJSMake Reusable React Props Streams with LensesRefactor React Render Props to Streaming Props with RxJS and Recompose,web,React.js,on,en,24,11
77,Using WebAssembly with Rust,-1,https://egghead.io/courses/using-webassembly-with-rust,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/218/thumb/EGH_WARust_Tank_Final.png,0.0,Nik Graf,8,4.1,Course Overview: Using WebAssembly with RustSetup Rust for WebAssemblyLoad a WebAssembly Function Written in Rust and Invoke it from JavaScriptPass a JavaScript Function to WebAssembly and Invoke it from RustSet up wasm-bindgen for easy Rust/JavaScript InteroperabilityCreate a New Rust/Webpack Project using the rust-webpack TemplateDebug a WebAssembly Module Written in Rust using console.logAccess WebAssembly Memory Directly from JavaScriptUse the js-sys Crate to Invoke Global APIs Available in Any JavaScript EnvironmentCreate and Publish a NPM Package Containing Rust Generated WebAssembly using wasm-packRun WebAssembly in Node.js using the node-loader,web,other,on,en,25,11
78,Safer JavaScript with the Maybe Type,-1,https://egghead.io/courses/safer-javascript-with-the-maybe-type,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/176/thumb/EGH_MaybeJS_Final.png,0.0,Andy Van Slaars,8,4.4,Course Introduction: Safer JavaScript with the Maybe typeUnderstand the Maybe Data TypeCreate a Maybe with a `safe` Utility FunctionUnwrap Values from a MaybeSafely Access Object Properties with `prop`Safely Access Nested Object Properties with `propPath`Flatten Nested Maybes with `chain`Recover from a Nothing with the `alt` methodRecover from a Nothing with the `coalesce` MethodCompose Functions for Reusability with the Maybe TypeApply a function in a Maybe context to Maybe inputsMake your own functions safer by lifting them into a Maybe context,other,JavaScript,on,en,50,12
79,Offline-First Progressive Web Apps (PWA) in Vue.js,-1,https://egghead.io/courses/offline-first-progressive-web-apps-pwa-in-vue-js,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/154/thumb/offline_first.png,1.0,Alex Jover Morales,8,4.5,Intro to Offline-First Progressive Web Apps in Vue.jsAdd a Web App Manifest to Create a Progressive Web ApplicationAdd Meta Tags for Other Browsers on a PWACache Static Assets with Service Workers using sw-precacheIntegrate Service Worker Generation into Webpack's Build with SW-PrecacheRegister a Service Worker in ProductionHot Reload Static Files by Clearing Service Worker Cache while DevelopingUse a no-op Service Worker in DevelopmentShow Notifications when a Service Worker is Installed or UpdatedCache External Resources during Runtime with sw-precacheCache Data from TCP/IP Connections with IndexedDBLazy load Images using Intersection Observer APICheck Online Status by using the NavigatorOnLine APILazy Load a Route by using the Dynamic Import in Vue.jsAudit your App with Chrome DevtoolsOptimize Assets Delivery using preload and prefetch,"web,app",other,on,en,62,16
80,Advanced Fine-Grained Control of Vue.js Components,-1,https://egghead.io/courses/advanced-fine-grained-control-of-vue-js-components,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/180/thumb/EGH_AdvancedVue.png,5.0,John Lindquist,8,4.5,Simplify Vue Components with vue-class-componentDefine Props on a Vue Class with vue-property-decoratorPlace Content in Components with Vue SlotsCreate Layouts with Named Vue SlotsPass Props Between Components with Vue Slot ScopePass Props to Vue Functional TemplatesControl Template Contents with Vue's Render FunctionAvoid Semantic HTML Names for Vue ComponentsWrite Vue Functional Components InlinePass Vue Render Functions as Props for Powerful PatternsSwitch Between Vue Components with Dynamic ComponentsLoad Vue Async ComponentsHandle Errors and Loading with Vue Async Components,web,other,on,en,33,13
81,Build a Neo4J & GraphQL API,-1,https://egghead.io/courses/build-a-neo4j-graphql-api,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/260/thumb/EGH_GraphQL_Neo4j_Final.png,0.0,Matt Ross,8,3.8,Model Simple Data in a Graph For Use in Neo4JCreate Nodes and Relationships in Neo4J with CypherRead Nodes and Relationships in Neo4J with CypherUpdate Nodes and Relationships in Neo4J with CypherDelete Nodes and Relationships in Neo4J with CypherUse neo4j-graphql-js to Create a Simple APIExplicitly Model Schema Relationships with the @relation Directive in neo4j-graphql-jsCreate Data in Neo4J Through a GraphQL APICreate Custom GraphQL Mutations with the @cypher Directive in neo4j-graphql-jsBuild Complex Schema Relationships with the @cypher Directive in neo4j-graphql-js,other,other,on,en,17,10
82,Manage Application State with Mobx-state-tree,-1,https://egghead.io/courses/manage-application-state-with-mobx-state-tree,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/169/thumb/EGH_MobxStateTree.png,0.0,Michel Weststrate,8,4.7,"Describe Your Application Domain Using mobx-state-tree(MST) ModelsAttach Behavior to mobx-state-tree Models Using ActionsTest mobx-state-tree Models by Recording Snapshots or PatchesDerive Information from Models Using ViewsRender mobx-state-tree Models in ReactBuild Forms with React to Edit mobx-state-tree ModelsRemove Model Instances from the TreeCreate an Entry Form to Add Models to the State TreeStore Store in Local StorageRestore the Model Tree State using Hot Module Reloading when Model Definitions ChangeMore mobx-state-tree Types: map, literal, union, and enumerationDefining Asynchronous Processes Using FlowCreate Relationships in your Data with mobx-state-tree Using References and IdentifiersLoading Data from the ServerUse Volatile State and Lifecycle Methods to Manage Private StateAutomatically Send Changes to the Server by Using onSnapshotCreate Dynamic Types and use Type Composition to Extract Common Functionality",app,React.js,on,en,79,17
83,React Navigation for Native Mobile Applications,-1,https://egghead.io/courses/react-navigation-for-native-mobile-applications,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/194/thumb/EGH_ReactMobileNav_Final.png,0.0,Spencer Carli,8,4.3,Course Overview: React Native Navigation for Mobile ApplicationsSetup a StackNavigator as a Modal in React NavigationUse the React Native Modal Component with React NavigationCreate an Authentication Flow with React NavigationOpen a Modal from Tab Bar in React NavigationOverride Default Transitions in React Native with StackNavigator's transitionConfig ObjectBuild Fine-grained Screen Transitions with a Custom React Navigation InterpolatorReplace a Screen with React Navigation,"web,app",other,on,en,21,8
84,End to End Testing with Google's Puppeteer and Jest,-1,https://egghead.io/courses/end-to-end-testing-with-google-s-puppeteer-and-jest,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/186/thumb/EGH_GooglePuppeteer_Final.png,0.0,Tyler Clark,8,4.3,Course Introduction: Testing with Puppeteer and JestSetup and Install Dependencies for Testing with Google's PuppeteerTest HTML Content on a Webpage with PuppeteerReplicate User Activity with Faker and PuppeteerWork with Document Cookies in Tests with PuppeteerCheck for Console Logs and Exceptions with PuppeteerSave Screenshots of Applications with PuppeteerHandle Page Requests in Tests with Puppeteer Visual Differing Tests with Puppeteer and PixelMatch,language,JavaScript,on,en,34,9
85,Structure Angular Apps with Angular Material Components,-1,https://egghead.io/courses/structure-angular-apps-with-angular-material-components,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/150/thumb/EGH_Angular_Material_Structure.png,0.0,Brian Troncone,8,4.4,"Angular Material Components Course Overview Install and Configure a Project with Angular MaterialUse the Angular Material Sidenav ComponentCreate an Extended Header Using Angular Material ToolbarsUtilize Material Design Icons for App Icons and ButtonsManage User Input with Angular Material InputsManage Loading with Angular Material Progress Bars and SpinnersCreate Tabbed Interfaces using Angular Material TabsManage Date Selection with the Angular Material Datepicker
 Manage Notifications with the Angular Material SnackbarManage Application Dialogs with the Angular Material Dialog ComponentManage Tabular Data with the Angular Material Datatable ComponentCreate and Manage Themes with Angular Material Theming",app,Angular,on,en,43,13
86,React Class Component Patterns,-1,https://egghead.io/courses/advanced-react-component-patterns,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/166/thumb/EGH_ReactAdvPatterns2_Final.png,0.0,Kent C. Dodds,8,4.5,Course Overview: Advanced React Component PatternsBuild a Toggle ComponentWrite Compound ComponentsMake Compound React Components FlexibleValidate Compound Component Context ConsumersPrevent Unnecessary Rerenders of Compound Components using React ContextUse Render Props with ReactUse Prop Collections with Render PropsUse Prop Getters with Render PropsUse Component State InitializersImplement Component State ReducersImprove the usability of Component State Reducers with state change typesMake Controlled React Components with Control PropsSupport Control Props for all stateSupport a state change handler for all control propsImprove the usability of Control Props with state change typesImplement the Provider Pattern with React ContextImplement a Higher Order Component,web,React.js,on,en,56,18
87,Build A React App With Redux,-1,https://egghead.io/courses/build-a-react-app-with-redux,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/135/thumb/EGH_ReactRedux_Final.png,0.0,Andy Van Slaars,8,4.7,Bootstrap a React Application with Yarn & Create React AppRender a React UI with JSXRender in React Based on a Global State ObjectRefactor JSX in React to Stateless Functional ComponentsCreate a Redux-Style Reducer FunctionCreate a Redux StoreRender React UI Based on State Changes with Subscribe in ReduxKeep UI and State Synchronized Using Controlled Components in React with ReduxMake Dispatching Redux Actions More Reliable With Action CreatorsCreate Redux Dispatch Functions From Action Creators with bindActionCreatorsConnect Redux to a React Application with react-reduxHandle Actions in Redux with mapDispatchToPropsUse mapDispatchToProps Shorthand Syntax in ReduxConnect Redux to Individual React Components For More Efficient RenderingSetup a Mock API Server with the json-server npm moduleDispatch Asynchronous Actions with Redux Thunk MiddlewareSave New Records on The Server with Redux Thunk and FetchConfigure and Use Redux Dev ToolsCreate a React Component to Display Status MessagesUse Multiple Reducers in Redux with combineReducersRespond to a Single Redux Action in Multiple ReducersUpdate Existing Records on The Server with Redux Thunk and FetchDelete Existing Records on The Server with Redux Thunk and FetchAdd React Router to a Redux ApplicationFilter State Data in Redux with a Selector Function and React RouterConfigure a React & Redux Application For Production Deployment and Deploy to Now,"web,app","React.js,Redux",on,en,111,26
88,JSON Web Token (JWT) Authentication with Node.js and Auth0,-1,https://egghead.io/courses/json-web-token-jwt-authentication-with-node-js-and-auth0,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/207/thumb/EGH_JSONTokensNode_Final.png,0.0,Joel Lord,8,4.2,Course Overview: JSON Web Token (JWT) Authentication with Node.jsSetup a Web Server in Node.js using ExpressSet the Server Port in Express Using Environment VariablesAdd a POST Route To Express And Parse the BodyProvide Users With A JSON Web TokenAllow CORS in Node.js and ExpressAuthenticate Users With JWT for Access to Protected ResourcesConnect a Front-End to a Secure API using JWTsAuthenticate Users in a Single Page Application with Auth0,"web,backEnd",Node.js,on,en,32,9
89,Introduction to the Python 3 Programming Language,-1,https://egghead.io/courses/introduction-to-the-python-3-programming-language,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/129/thumb/EGH_IntroPython.png,1.0,Will Button,8,4.4,Install PythonManage Dependencies with Python Virtual EnvironmentsUse Python Interactively with the REPL ConsoleCheck for None (Null) in PythonUnderstand Mutable vs. Immutable objects in PythonExecute a Python ScriptPerform Math Operations in PythonFormat Strings in PythonManipulate and Search Strings with Python MethodsAdd Flow Control to your Python applicationUse Comparison Operators in PythonUse Lists in PythonSlice Lists in PythonUnderstand List Comprehensions in PythonManipulate Data with Dictionaries in PythonCreate Immutable Values in Python with TuplesCreate Unique Unordered Collections in Python with SetInvoke the built-in help system with python's dir and help methodsCreate a Log for your Python applicationRead Input in Python from the ConsoleCreate Reusable Components with Functions in PythonReuse Code in Multiple Projects with Python ModulesRead and Parse Files in PythonWrite to a File in PythonHandle Exceptions to prevent crashes in PythonUnderstand Scope in PythonUse Python ClassesManage packages with pip in Python,other,Python,on,en,95,28
